개정일시,교과,학교급,교육과정,과목,영역,지식이해,성취기준,학습요소,유의사항,평가방법 및 유의사항
2022개정,수학,중학교,공통 과목,수학,변화와 관계,식의 계산,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",[9수02-08] 지수법칙은 지수가 자연수인 범위에서 단항식의 곱셈과 나눗셈을 하는 데 필요한 정도로 다룬다.,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,식의 계산,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,식의 계산,"[9수02-10] ‘(단항식)  (다항식)’, ‘(다항식)  (단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",[9수02-10] 다항식의 나눗셈에서는 다항식을 단항식으로 나누어 그 몫이 다항식이 되는 경우만 다룬다.,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차부등식,"[9수02-11] 부등식과 그 해의 뜻을 알고, 부등식의 성질을 설명할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차부등식,"[9수02-12] 일차부등식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,연립일차방정식,"[9수02-13] 미지수가 2개인 연립일차방정식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 그 그래프,"[9수02-14] 함수의 개념을 이해하고, 함숫값을 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 그 그래프,"[9수02-15] 일차함수의 개념을 이해하고, 그 그래프를 그릴 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 그 그래프,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 일차방정식의 관계,[9수02-17] 일차함수와 미지수가 2개인 일차방정식의 관계를 설명할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 일차방정식의 관계,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,다항식의 곱셈과 인수분해,[9수02-19] 다항식의 곱셈과 인수분해를 할 수 있다.,"[9수02-19] 다항식의 곱셈과 다항식의 인수분해의 역관계를 이해하고, 이와 유사한 관계를 찾아보는 활동을 하게 한다. 다항식의 곱셈과 인수분해는 다음의 경우를 다룬다.",,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,이차방정식,"[9수02-20] 이차방정식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,이차함수와 그 그래프,[9수02-21] 이차함수의 개념을 이해한다.,,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,이차함수와 그 그래프,"[9수02-22] 이차함수의 그래프를 그릴 수 있고, 그 성질을 설명할 수 있다.",[9수02-22] 이차함수   에서 최댓값과 최솟값은   의 범위가 실수 전체인 경우만 다룬다.,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 모양,"[2수03-01] 교실 및 생활 주변에서 여러 가지 물건을 관찰하여 직육면체, 원기둥, 구의 모양을 찾고, 이를 이용하여 여러 가지 모양을 만들 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 모양,"[2수03-02] 쌓기나무를 이용하여 여러 가지 입체도형의 모양을 만들고, 그 모양에 대해 위치나 방향을 이용하여 말할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형과 그 구성 요소,"[2수03-03] 교실 및 생활 주변에서 여러 가지 물건을 관찰하여 삼각형, 사각형, 원의 모양을 찾고, 이를 이용하여 여러 가지 모양을 만들 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형과 그 구성 요소,"[2수03-04] 삼각형, 사각형, 원을 직관적으로 이해하고, 그 모양을 그릴 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형과 그 구성 요소,"[2수03-05] 삼각형, 사각형에서 각각의 공통점을 찾아 말할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,양의 비교,"[2수03-06] 구체물의 길이, 들이, 무게, 넓이를 비교하여 각각 ‘길다, 짧다’, ‘많다, 적다’, ‘무겁다, 가볍다’, ‘넓다, 좁다’ 등을 구별하여 말할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,[2수03-07] 시계를 보고 시각을 ‘몇 시 몇 분’까지 읽을 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,"[2수03-08] 1시간과 1분의 관계를 이해하고, 시간을 ‘시간’, ‘분’으로 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,"[2수03-09] 실생활 문제 상황과 연결하여 1분, 1시간, 1일, 1주일, 1개월, 1년 사이의 관계를 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[2수03-10] 길이 단위 1cm와 1m를 알고, 이를 이용하여 주변 사물의 길이를 측정할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[2수03-11] 1m와 1cm의 관계를 이해하고, 길이를 ‘몇 m 몇 cm’와 ‘몇 cm’로 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[2수03-12] 여러 가지 물건의 길이를 어림하고, 길이에 대한 양감을 기른다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,[2수03-13] 실생활 문제 상황과 연결하여 길이의 덧셈과 뺄셈을 할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,도형의 기초,"[4수03-01] 직선, 선분, 반직선을 이해하고 구별할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,도형의 기초,"[4수03-02] 각과 직각을 이해하고, 직각과 비교하는 활동을 통하여 예각과 둔각을 구별할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,도형의 기초,[4수03-03] 직선의 수직 관계와 평행 관계를 이해한다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형의 이동,"[4수03-04] 구체물이나 평면도형의 밀기, 뒤집기, 돌리기 활동을 통하여 그 변화를 이해한다.",[4수03-04] 실생활에서 평면도형의 이동을 활용한 사례를 찾아서 이동에 따른 변화를 추론하고 위치나 방향이 어떻게 변화했는지 설명하게 한다.,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형의 이동,[4수03-05] 평면에서 점의 이동에 대해 위치와 방향을 이용하여 설명할 수 있다.,"[4수03-05] 평면에서 점의 이동은 격자를 따라 위, 아래, 오른쪽, 왼쪽으로 ‘∼칸’, ‘∼cm’를 이동하는 수준에서 다룬다. 한 점의 이동에 대해 위치와 방향을 설명하는 데 초점을 두고, 꼭짓점의 이동을 이용하여 평면도형의 이동을 설명하는 활동은 다루지 않는다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,원의 구성 요소,"[4수03-06] 원의 중심, 반지름, 지름을 이해하고, 그 성질을 안다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,원의 구성 요소,[4수03-07] 컴퍼스를 이용하여 여러 가지 크기의 원을 그릴 수 있다.,[4수03-07] 컴퍼스를 사용하여 다양한 크기의 원을 그리는 방법을 원의 성질과 연결하여 이해하게 한다.,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,여러 가지 삼각형,"[4수03-08] 여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해하고, 그 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,여러 가지 삼각형,"[4수03-09] 여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 직각삼각형, 예각삼각형, 둔각삼각형을 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,여러 가지 사각형,"[4수03-10] 여러 가지 모양의 사각형에 대한 분류 활동을 통하여 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 이해하고, 그 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형,[4수03-11] 다각형과 정다각형을 이해한다.,"[4수03-11] 도형판, 모양 조각 등의 교구를 이용한 구체적인 조작 활동을 통해 다각형과 정다각형을 이해하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형,[4수03-12] 주어진 도형을 이용하여 여러 가지 모양을 만들거나 채우고 설명할 수 있다.,[4수03-12] 다양한 교구와 공학 도구 등을 이용한 구체적인 활동을 통해 주어진 도형으로 여러 가지 모양을 다양하게 만들거나 채울 수 있다.,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,"[4수03-13] 1분과 1초의 관계를 이해하고, 초 단위까지 시각을 읽을 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,[4수03-14] 실생활 문제 상황과 연결하여 초 단위까지의 시간의 덧셈과 뺄셈을 할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[4수03-15] 길이 단위 1mm와 1km를 알고, 이를 이용하여 길이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[4수03-16] 1cm와 1mm, 1km와 1m의 관계를 이해하고, 길이를 ‘몇 cm 몇 mm’와 ‘몇 mm’, ‘몇 km 몇 m’와 ‘몇 m’로 다양하게 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,들이,"[4수03-17] 들이 단위 1L와 1mL를 알고, 이를 이용하여 들이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,들이,"[4수03-18] 1L와 1mL의 관계를 이해하고, 들이를 ‘몇 L 몇 mL’와 ‘몇 mL’로 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,들이,[4수03-19] 실생활 문제 상황과 연결하여 들이의 덧셈과 뺄셈을 할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,무게,"[4수03-20] 실생활에서 무게를 나타낼 때 사용하는 단위 1g과 1kg을 알고, 이를 이용하여 무게를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.","[4수03-20] 초등학교에서는 무게와 질량의 개념을 엄밀하게 구분하지 않으며, 무게를 비교하고 측정하는 데에 g, kg의 단위를 사용하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,무게,"[4수03-21] 1kg과 1g의 관계를 이해하고, 무게를 ‘몇 kg 몇 g’과 ‘몇 g’으로 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,무게,"[4수03-22] 실생활에서 무게를 나타낼 때 사용하는 단위 1t을 알고, 1t과 1kg의 관계를 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,무게,[4수03-23] 실생활 문제 상황과 연결하여 무게의 덧셈과 뺄셈을 할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,각도,"[4수03-24] 각의 크기의 단위인 1도(°)를 알고, 각도기를 이용하여 각의 크기를 측정하고 어림할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,각도,"[4수03-25] 여러 가지 방법으로 삼각형과 사각형의 내각의 크기의 합을 추론하고, 자신의 추론 과정을 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,합동과 대칭,"[6수03-01] 도형의 합동을 이해하고, 합동인 도형의 성질을 탐구하고 설명할 수 있다.","[6수03-01] 합동인 두 도형에서 대응점, 대응변, 대응각을 각각 찾게 하고 대응변의 길이와 대응각의 크기를 비교하는 활동을 통해 합동인 도형의 성질을 탐구하고 설명하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,합동과 대칭,[6수03-02] 실생활과 연결하여 선대칭도형과 점대칭도형을 이해하고 그릴 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,직육면체와 정육면체,"[6수03-03] 직육면체와 정육면체를 이해하고, 구성 요소와 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,직육면체와 정육면체,[6수03-04] 직육면체와 정육면체의 겨냥도와 전개도를 그릴 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,각기둥과 각뿔,"[6수03-05] 각기둥과 각뿔을 이해하고, 구성 요소와 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,각기둥과 각뿔,[6수03-06] 각기둥의 전개도를 그릴 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,"원기둥, 원뿔, 구","[6수03-07] 원기둥, 원뿔, 구를 이해하고, 구성 요소와 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,"원기둥, 원뿔, 구",[6수03-08] 원기둥의 전개도를 그릴 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 공간 감각,[6수03-09] 쌓기나무로 만든 입체도형을 보고 사용된 쌓기나무의 개수를 구할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 공간 감각,"[6수03-10] 쌓기나무로 만든 입체도형의 위, 앞, 옆에서 본 모양을 표현할 수 있고, 이러한 표현을 보고 입체도형의 모양을 추측할 수 있다.","[6수03-10] 여러 가지 물체, 건축물, 예술품, 쌓기나무로 만든 입체도형 등의 위, 앞, 옆에서 본 모양을 이용해서 전체 모양을 추측하게 하고, 이에 대해 자신의 추론 과정을 설명하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형의 둘레와 넓이,"[6수03-11] 평면도형의 둘레를 이해하고, 기본적인 평면도형의 둘레를 구할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형의 둘레와 넓이,"[6수03-12] 넓이 단위 1cm², 1m², 1km²를 알며, 그 관계를 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형의 둘레와 넓이,"[6수03-13] 직사각형과 정사각형의 넓이를 구하는 방법을 이해하고, 이를 구할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형의 둘레와 넓이,"[6수03-14] 평행사변형, 삼각형, 사다리꼴, 마름모의 넓이를 구하는 방법을 다양하게 추론하고, 이와 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,원주율과 원의 넓이,"[6수03-15] 여러 가지 원 모양 물체의 원주와 지름을 측정하는 활동을 통하여, 원주율이 일정한 값임을 알고 그 근삿값을 사용할 수 있다.","[6수03-15] 여러 가지 원에서 (원주)  (지름)의 값을 구하여 모든 원에서 원주율이 일정함을 이해하게 하고, 원주율의 근삿값으로 3.14를 사용하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,원주율과 원의 넓이,"[6수03-16] 원주와 원의 넓이를 구하는 방법을 이해하고, 이를 구할 수 있다.","[6수03-16] 지름과 원주율을 이용하면 원주를 직접 측정하지 않고도 구할 수 있음을 알게 하고, 직사각형의 넓이를 구하는 방법을 이용하여 원의 넓이를 구하는 방법을 이해하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 겉넓이와 부피,"[6수03-17] 직육면체와 정육면체의 겉넓이를 구하는 방법을 이해하고, 이를 구할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 겉넓이와 부피,"[6수03-18] 부피 단위 1cm³, 1m³를 알며, 그 관계를 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 겉넓이와 부피,"[6수03-19] 직육면체와 정육면체의 부피를 구하는 방법을 이해하고, 이를 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,기본 도형,"[9수03-01] 점, 선, 면, 각을 이해하고, 실생활 상황과 연결하여 점, 직선, 평면의 위치 관계를 설명할 수 있다.","[9수03-01] 점, 선, 면, 각과 관련된 용어는 다양한 상황에서 직관적으로 이해하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,기본 도형,[9수03-02] 평행선에서 동위각과 엇각의 성질을 이해하고 설명할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,작도와 합동,"[9수03-03] 삼각형을 작도하고, 그 과정을 설명할 수 있다.","[9수03-03] 주어진 삼각형과 합동인 삼각형을 작도하는 활동을 하고, 자신의 방법을 설명하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,작도와 합동,"[9수03-04] 삼각형의 합동 조건을 이해하고, 이를 이용하여 두 삼각형이 합동인지 판별할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,평면도형의 성질,[9수03-05] 다각형의 성질을 이해하고 설명할 수 있다.,"[9수03-05] 삼각형의 내각과 외각의 크기, 다각형의 내각과 외각의 크기의 합, 다각형의 대각선의 개수를 구하는 과정을 탐구하여 다각형의 성질을 추측하고 일반화할 수 있게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,평면도형의 성질,"[9수03-06] 부채꼴의 중심각과 호의 관계를 이해하고, 이를 이용하여 부채꼴의 호의 길이와 넓이를 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,입체도형의 성질,"[9수03-07] 구체적인 모형이나 공학 도구를 이용하여 다면체와 회전체의 성질을 탐구하고, 이를 설명할 수 있다.","[9수03-07] 구체적인 사물, 전개도, 교구, 컴퓨터 프로그램 등을 이용하여 다면체와 회전체를 관찰하고 그 성질을 탐구하게 한다. 회전체 단면의 모양은 회전체의 성질을 이해하는 데 필요한 정도로 다룬다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,입체도형의 성질,[9수03-08] 입체도형의 겉넓이와 부피를 구할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각형과 사각형의 성질,[9수03-09] 이등변삼각형의 성질을 이해하고 정당화할 수 있다.,"[9수03-09] 종이접기, 작도, 공학 도구 등을 이용하여 이등변삼각형의 성질을 추측하게 하고, 그 성질을 삼각형의 합동 조건을 이용하여 정당화할 수 있게 한다. 이때, 증명이라는 용어를 도입하고, 그 필요성을 인식하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각형과 사각형의 성질,[9수03-10] 삼각형의 외심과 내심의 성질을 이해하고 정당화할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각형과 사각형의 성질,[9수03-11] 사각형의 성질을 이해하고 정당화할 수 있다.,[9수03-11] 사각형의 성질은 대각선에 관한 성질을 위주로 다룬다. 여러 가지 사각형의 성질을 통해 사각형 사이의 관계를 설명하게 한다.,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,도형의 닮음,"[9수03-12] 도형의 닮음의 뜻과 닮은 도형의 성질을 이해하고, 닮음비를 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,도형의 닮음,"[9수03-13] 삼각형의 닮음 조건을 이해하고, 이를 이용하여 두 삼각형이 닮음인지 판별할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,도형의 닮음,[9수03-14] 평행선 사이의 선분의 길이의 비를 구할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,피타고라스 정리,[9수03-15] 피타고라스 정리를 이해하고 정당화할 수 있다.,"[9수03-15] 피타고라스 정리는 다양한 활동을 통하여 추측하고 정당화할 수 있게 한다. 피타고라스 정리의 역은 직관적으로 이해하게 하고, 이를 이용하여 세 변의 길이가 주어진 삼각형이 직각삼각형인지 판별하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각비,"[9수03-16] 삼각비의 뜻을 알고, 간단한 삼각비의 값을 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각비,[9수03-17] 삼각비를 활용하여 여러 가지 문제를 해결할 수 있다.,[9수03-17] 삼각비를 활용하여 직접 측정하기 어려운 거리나 높이 등을 구해 보는 활동을 통해 유용성을 인식하고 흥미를 느낄 수 있게 한다.,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,원의 성질,[9수03-18] 원의 현에 관한 성질과 접선에 관한 성질을 이해하고 정당화할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,원의 성질,[9수03-19] 원주각의 성질을 이해하고 정당화할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,다항식,다항식의 연산,"[10공수1-01-01] 다항식의 사칙연산의 원리를 설명하고, 그 계산을 할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,다항식,나머지정리,"[10공수1-01-02] 항등식의 성질과 나머지정리를 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,다항식,인수분해,[10공수1-01-03] 다항식의 인수분해를 할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,복소수와 이차방정식,"[10공수1-02-01] 복소수의 뜻과 성질을 설명하고, 사칙연산을 수행할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,복소수와 이차방정식,"[10공수1-02-02] 이차방정식의 실근과 허근을 이해하고, 판별식을 이용하여 이차방정식의 근을 판별할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,복소수와 이차방정식,[10공수1-02-03] 이차방정식의 근과 계수의 관계를 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,이차방정식과 이차함수,[10공수1-02-04] 이차방정식과 이차함수를 연결하여 그 관계를 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,이차방정식과 이차함수,[10공수1-02-05] 이차함수의 그래프와 직선의 위치 관계를 판단할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,이차방정식과 이차함수,"[10공수1-02-06] 이차함수의 최대, 최소를 탐구하고, 이를 실생활과 연결하여 유용성을 인식할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,[10공수1-02-07] 간단한 삼차방정식과 사차방정식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,[10공수1-02-08] 미지수가 2개인 연립이차방정식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,[10공수1-02-09] 미지수가 1개인 연립일차부등식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,[10공수1-02-10] 절댓값을 포함한 일차부등식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,"[10공수1-02-11] 이차부등식과 이차함수를 연결하여 그 관계를 설명하고, 이차부등식과 연립이차부등식을 풀 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,경우의 수,합의 법칙과 곱의 법칙,"[10공수1-03-01] 합의 법칙과 곱의 법칙을 이해하고, 적절한 전략을 사용하여 경우의 수와 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,경우의 수,순열과 조합,"[10공수1-03-02] 순열의 개념을 이해하고, 순열의 수를 구하는 방법을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,경우의 수,순열과 조합,"[10공수1-03-03] 조합의 개념을 이해하고, 조합의 수를 구하는 방법을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,행렬,행렬과 그 연산,"[10공수1-04-01] 행렬의 뜻을 알고, 실생활 상황을 행렬로 표현할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,행렬,행렬과 그 연산,"[10공수1-04-02] 행렬의 연산을 수행하고, 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,평면좌표,"[10공수2-01-01] 선분의 내분을 이해하고, 내분점의 좌표를 계산할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,직선의 방정식,[10공수2-01-02] 두 직선의 평행 조건과 수직 조건을 탐구하고 이해한다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,직선의 방정식,"[10공수2-01-03] 점과 직선 사이의 거리를 구하고, 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,원의 방정식,"[10공수2-01-04] 원의 방정식을 구하고, 그래프를 그릴 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,원의 방정식,"[10공수2-01-05] 좌표평면에서 원과 직선의 위치 관계를 판단하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,도형의 이동,"[10공수2-01-06] 평행이동을 탐구하고, 실생활과 연결하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,도형의 이동,"[10공수2-01-07] 원점, 축, 축, 직선 에 대한 대칭이동을 탐구하고, 실생활과 연결하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,집합,"[10공수2-02-01] 집합의 개념을 이해하고, 집합을 표현할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,잡합,[10공수2-02-02] 두 집합 사이의 포함관계를 판단할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,집합,"[10공수2-02-03] 집합의 연산을 수행하고, 벤 다이어그램을 이용하여 나타낼 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,"[10공수2-02-04] 명제와 조건의 뜻을 알고, ‘모든’, ‘어떤’을 포함한 명제를 이해하고 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,[10공수2-02-05] 명제의 역과 대우를 이해하고 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,[10공수2-02-06] 충분조건과 필요조건을 이해하고 판단할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,[10공수2-02-07] 대우를 이용한 증명법과 귀류법을 이해하고 관련된 명제를 증명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,"[10공수2-02-08] 절대부등식의 뜻을 알고, 간단한 절대부등식을 증명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,함수의 그래프,함수,"[10공수2-03-01] 함수의 개념을 설명하고, 그 그래프를 이해한다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,함수의 그래프,함수,"[10공수2-03-02] 함수의 합성을 설명하고, 합성함수를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,함수의 그래프,함수,"[10공수2-03-03] 역함수의 개념을 설명하고, 역함수를 구할 수 있다.",,,
